sample_id,timestamp,amplitude_mean,amplitude_std,phase_mean,phase_std,label
pushing_19,4,0.351,0.295,0.316,0.161,pushing
pushing_19,5,0.416,0.24,0.24,0.168,pushing
pushing_19,6,0.389,0.266,0.284,0.147,pushing
pushing_19,7,0.368,0.238,0.282,0.173,pushing
pushing_19,8,0.334,0.27,0.303,0.141,pushing
pushing_19,9,0.487,0.263,0.284,0.158,pushing
pushing_19,10,0.327,0.291,0.241,0.156,pushing
pushing_19,11,0.446,0.3,0.235,0.152,pushing
pushing_19,12,0.485,0.28,0.323,0.14,pushing
pushing_19,13,0.397,0.267,0.246,0.128,pushing
pushing_19,14,0.39,0.298,0.292,0.189,pushing
pushing_19,15,0.425,0.255,0.353,0.165,pushing
pushing_19,16,0.464,0.249,0.341,0.182,pushing
pushing_19,17,0.43,0.254,0.287,0.173,pushing
pushing_19,18,0.428,0.283,0.34,0.148,pushing
pushing_19,19,0.358,0.27,0.273,0.177,pushing
pulling_0,0,0.592,0.079,0.423,0.32,pulling
pulling_0,1,0.661,0.093,0.384,0.333,pulling
pulling_0,2,0.631,0.094,0.524,0.344,pulling
pulling_0,3,0.537,0.083,0.461,0.295,pulling
pulling_0,4,0.606,0.059,0.501,0.346,pulling
pulling_0,5,0.614,0.081,0.459,0.318,pulling
pulling_0,6,0.538,0.087,0.485,0.329,pulling
pulling_0,7,0.662,0.11,0.483,0.296,pulling
pulling_0,8,0.575,0.073,0.441,0.314,pulling
pulling_0,9,0.57,0.115,0.474,0.348,pulling
pulling_0,10,0.509,0.095,0.498,0.358,pulling
pulling_0,11,0.512,0.087,0.502,0.324,pulling
pulling_0,12,0.544,0.063,0.403,0.295,pulling
pulling_0,13,0.592,0.112,0.387,0.333,pulling
pulling_0,14,0.631,0.094,0.37,0.336,pulling
pulling_0,15,0.586,0.091,0.423,0.33,pulling
pulling_0,16,0.615,0.142,0.456,0.359,pulling
pulling_0,17,0.607,0.092,0.457,0.304,pulling
pulling_0,18,0.604,0.054,0.407,0.331,pulling
pulling_0,19,0.649,0.123,0.438,0.331,pulling
pulling_1,0,0.299,0.189,0.181,0.285,pulling
pulling_1,1,0.353,0.205,0.168,0.311,pulling
pulling_1,2,0.232,0.232,0.145,0.286,pulling
pulling_1,3,0.292,0.184,0.184,0.295,pulling
pulling_1,4,0.332,0.188,0.34,0.298,pulling
pulling_1,5,0.355,0.191,0.128,0.269,pulling
pulling_1,6,0.362,0.179,0.106,0.285,pulling
pulling_1,7,0.324,0.183,0.105,0.303,pulling
pulling_1,8,0.326,0.171,0.095,0.267,pulling
pulling_1,9,0.345,0.21,0.216,0.244,pulling
pulling_1,10,0.319,0.227,0.226,0.281,pulling
pulling_1,11,0.425,0.211,0.212,0.275,pulling
pulling_1,12,0.269,0.181,0.168,0.27,pulling
pulling_1,13,0.22,0.178,0.143,0.289,pulling
pulling_1,14,0.307,0.197,0.11,0.275,pulling
pulling_1,15,0.374,0.202,0.084,0.249,pulling
pulling_1,16,0.338,0.194,0.156,0.262,pulling
pulling_1,17,0.333,0.193,0.15,0.257,pulling
pulling_1,18,0.354,0.194,0.19,0.25,pulling
pulling_1,19,0.395,0.224,0.064,0.258,pulling
pulling_2,0,0.24,0.196,0.779,0.105,pulling
pulling_2,1,0.298,0.205,0.939,0.106,pulling
pulling_2,2,0.286,0.146,0.901,0.16,pulling
pulling_2,3,0.201,0.201,0.786,0.156,pulling
pulling_2,4,0.259,0.22,0.904,0.138,pulling
pulling_2,5,0.302,0.192,0.743,0.136,pulling
pulling_2,6,0.366,0.192,0.864,0.146,pulling
pulling_2,7,0.222,0.186,0.8,0.12,pulling
pulling_2,8,0.199,0.199,0.795,0.151,pulling
pulling_2,9,0.261,0.191,0.871,0.128,pulling
pulling_2,10,0.277,0.2,0.863,0.122,pulling
pulling_2,11,0.262,0.219,0.809,0.16,pulling
pulling_2,12,0.288,0.165,0.905,0.16,pulling
pulling_2,13,0.275,0.152,0.853,0.16,pulling
pulling_2,14,0.33,0.179,0.764,0.137,pulling
pulling_2,15,0.224,0.163,0.878,0.177,pulling
pulling_2,16,0.239,0.177,0.723,0.164,pulling
pulling_2,17,0.332,0.172,0.808,0.159,pulling
pulling_2,18,0.335,0.189,0.823,0.154,pulling
pulling_2,19,0.178,0.156,0.773,0.171,pulling
pulling_3,0,0.267,0.082,0.321,0.031,pulling
pulling_3,1,0.27,0.075,0.301,0.02,pulling
pulling_3,2,0.188,0.098,0.41,0.009,pulling
pulling_3,3,0.134,0.078,0.394,0.005,pulling
pulling_3,4,0.152,0.073,0.407,0.041,pulling
pulling_3,5,0.227,0.111,0.345,0.007,pulling
pulling_3,6,0.123,0.048,0.337,0.023,pulling
pulling_3,7,0.221,0.085,0.335,0.028,pulling
pulling_3,8,0.13,0.105,0.321,0.008,pulling
pulling_3,9,0.223,0.096,0.274,0.047,pulling
pulling_3,10,0.145,0.077,0.369,0.042,pulling
pulling_3,11,0.204,0.084,0.339,0.039,pulling
pulling_3,12,0.176,0.121,0.389,0.012,pulling
pulling_3,13,0.158,0.086,0.425,0.059,pulling
pulling_3,14,0.162,0.066,0.307,0.035,pulling
pulling_3,15,0.297,0.095,0.28,0.016,pulling
pulling_3,16,0.151,0.068,0.34,0.038,pulling
pulling_3,17,0.216,0.107,0.386,0.009,pulling
pulling_3,18,0.129,0.082,0.367,0.048,pulling
pulling_3,19,0.184,0.086,0.372,0.025,pulling
pulling_4,0,0.7,0.163,0.132,0.089,pulling
pulling_4,1,0.648,0.199,0.075,0.05,pulling
pulling_4,2,0.741,0.184,0.063,0.041,pulling
pulling_4,3,0.718,0.21,0.196,0.058,pulling
pulling_4,4,0.583,0.165,0.151,0.055,pulling
pulling_4,5,0.661,0.166,0.086,0.1,pulling
pulling_4,6,0.78,0.176,0.138,0.05,pulling
pulling_4,7,0.703,0.196,0.177,0.067,pulling
pulling_4,8,0.75,0.174,0.153,0.083,pulling
pulling_4,9,0.73,0.18,0.141,0.058,pulling
pulling_4,10,0.676,0.15,0.053,0.045,pulling
pulling_4,11,0.657,0.153,0.211,0.06,pulling
pulling_4,12,0.716,0.169,0.213,0.051,pulling
pulling_4,13,0.693,0.161,0.19,0.09,pulling
pulling_4,14,0.727,0.188,0.142,0.059,pulling
pulling_4,15,0.763,0.173,0.097,0.083,pulling
pulling_4,16,0.693,0.156,0.178,0.061,pulling
pulling_4,17,0.723,0.176,0.094,0.071,pulling
pulling_4,18,0.771,0.144,0.156,0.046,pulling
pulling_4,19,0.755,0.183,0.116,0.107,pulling
pulling_5,0,0.605,0.254,0.773,0.36,pulling
pulling_5,1,0.592,0.226,0.846,0.381,pulling
pulling_5,2,0.551,0.233,0.782,0.321,pulling
pulling_5,3,0.611,0.234,0.826,0.337,pulling
pulling_5,4,0.563,0.256,0.823,0.357,pulling
pulling_5,5,0.583,0.21,0.854,0.331,pulling
pulling_5,6,0.525,0.213,0.814,0.35,pulling
pulling_5,7,0.572,0.216,0.873,0.373,pulling
pulling_5,8,0.564,0.225,0.794,0.35,pulling
pulling_5,9,0.502,0.215,0.866,0.363,pulling
pulling_5,10,0.654,0.228,0.805,0.348,pulling
pulling_5,11,0.556,0.221,0.837,0.357,pulling
pulling_5,12,0.547,0.259,0.918,0.38,pulling
pulling_5,13,0.6,0.25,0.916,0.372,pulling
pulling_5,14,0.543,0.242,0.854,0.337,pulling
pulling_5,15,0.558,0.256,0.732,0.332,pulling
pulling_5,16,0.564,0.241,0.755,0.354,pulling
pulling_5,17,0.63,0.236,0.87,0.345,pulling
pulling_5,18,0.532,0.251,0.842,0.333,pulling
pulling_5,19,0.532,0.266,0.777,0.375,pulling
pulling_6,0,0.375,0.02,0.285,0.234,pulling
pulling_6,1,0.367,0.029,0.253,0.207,pulling
pulling_6,2,0.395,0.056,0.254,0.211,pulling
pulling_6,3,0.361,0.05,0.341,0.217,pulling
pulling_6,4,0.522,0.021,0.332,0.216,pulling
pulling_6,5,0.476,0.008,0.311,0.23,pulling
pulling_6,6,0.462,0.016,0.251,0.244,pulling
pulling_6,7,0.415,0.038,0.33,0.188,pulling
pulling_6,8,0.51,0.023,0.388,0.21,pulling
pulling_6,9,0.483,0.017,0.296,0.188,pulling
pulling_6,10,0.429,0.027,0.291,0.231,pulling
pulling_6,11,0.405,0.036,0.387,0.234,pulling
pulling_6,12,0.431,0.024,0.351,0.211,pulling
pulling_6,13,0.399,0.007,0.393,0.191,pulling
pulling_6,14,0.471,0.022,0.304,0.227,pulling
pulling_6,15,0.529,0.012,0.309,0.226,pulling
pulling_6,16,0.494,0.016,0.306,0.169,pulling
pulling_6,17,0.409,0.005,0.356,0.209,pulling
pulling_6,18,0.434,0.018,0.278,0.245,pulling
pulling_6,19,0.513,0.05,0.356,0.213,pulling
pulling_7,0,0.073,0.204,0.404,0.273,pulling
pulling_7,1,0.108,0.184,0.402,0.258,pulling
pulling_7,2,0.07,0.241,0.437,0.296,pulling
pulling_7,3,0.13,0.206,0.339,0.281,pulling
pulling_7,4,0.041,0.222,0.38,0.27,pulling
pulling_7,5,0.195,0.229,0.412,0.279,pulling
pulling_7,6,0.116,0.229,0.386,0.32,pulling
pulling_7,7,0.106,0.206,0.41,0.263,pulling
pulling_7,8,0.162,0.191,0.41,0.275,pulling
pulling_7,9,0.14,0.235,0.386,0.264,pulling
pulling_7,10,0.071,0.202,0.283,0.311,pulling
pulling_7,11,0.122,0.194,0.451,0.274,pulling
pulling_7,12,0.129,0.2,0.277,0.261,pulling
pulling_7,13,0.094,0.234,0.395,0.291,pulling
pulling_7,14,0.016,0.242,0.389,0.286,pulling
pulling_7,15,0.173,0.241,0.436,0.283,pulling
pulling_7,16,0.066,0.236,0.31,0.327,pulling
pulling_7,17,0.118,0.195,0.316,0.263,pulling
pulling_7,18,0.123,0.216,0.316,0.281,pulling
pulling_7,19,0.048,0.228,0.375,0.281,pulling
pulling_8,0,0.407,0.08,0.653,0.023,pulling
pulling_8,1,0.448,0.045,0.622,0.06,pulling
pulling_8,2,0.414,0.053,0.65,0.053,pulling
pulling_8,3,0.47,0.064,0.629,0.041,pulling
pulling_8,4,0.386,0.069,0.701,0.063,pulling
pulling_8,5,0.357,0.055,0.714,0.037,pulling
pulling_8,6,0.375,0.076,0.721,0.057,pulling
pulling_8,7,0.378,0.037,0.703,0.087,pulling
pulling_8,8,0.527,0.072,0.675,0.042,pulling
pulling_8,9,0.305,0.067,0.795,0.086,pulling
pulling_8,10,0.455,0.069,0.695,0.012,pulling
pulling_8,11,0.437,0.052,0.642,0.054,pulling
pulling_8,12,0.381,0.049,0.678,0.049,pulling
pulling_8,13,0.404,0.034,0.667,0.038,pulling
pulling_8,14,0.367,0.067,0.597,0.044,pulling
pulling_8,15,0.427,0.036,0.766,0.085,pulling
pulling_8,16,0.374,0.048,0.687,0.031,pulling
pulling_8,17,0.299,0.055,0.671,0.062,pulling
pulling_8,18,0.368,0.089,0.602,0.038,pulling
pulling_8,19,0.423,0.041,0.617,0.063,pulling
pulling_9,0,0.182,0.28,0.307,0.062,pulling
pulling_9,1,0.155,0.294,0.387,0.055,pulling
pulling_9,2,0.21,0.301,0.376,0.084,pulling
pulling_9,3,0.125,0.292,0.454,0.069,pulling
pulling_9,4,0.169,0.281,0.362,0.071,pulling
pulling_9,5,0.18,0.302,0.425,0.106,pulling
pulling_9,6,0.233,0.281,0.339,0.054,pulling
pulling_9,7,0.211,0.253,0.376,0.065,pulling
pulling_9,8,0.191,0.316,0.334,0.073,pulling
pulling_9,9,0.263,0.316,0.334,0.065,pulling
pulling_9,10,0.184,0.269,0.391,0.041,pulling
pulling_9,11,0.263,0.307,0.355,0.045,pulling
pulling_9,12,0.198,0.295,0.463,0.073,pulling
pulling_9,13,0.22,0.292,0.324,0.085,pulling
pulling_9,14,0.195,0.328,0.422,0.1,pulling
pulling_9,15,0.248,0.268,0.381,0.056,pulling
pulling_9,16,0.174,0.289,0.344,0.059,pulling
pulling_9,17,0.229,0.277,0.509,0.06,pulling
pulling_9,18,0.177,0.264,0.415,0.054,pulling
pulling_9,19,0.257,0.294,0.352,0.092,pulling
pulling_10,0,0.293,0.282,0.0,0.141,pulling
pulling_10,1,0.262,0.283,0.026,0.125,pulling
pulling_10,2,0.368,0.297,0.0,0.161,pulling
pulling_10,3,0.281,0.258,0.013,0.119,pulling
pulling_10,4,0.251,0.25,0.0,0.117,pulling
pulling_10,5,0.301,0.274,0.091,0.136,pulling
pulling_10,6,0.219,0.282,0.013,0.15,pulling
pulling_10,7,0.226,0.259,0.045,0.151,pulling
pulling_10,8,0.293,0.273,0.157,0.101,pulling
pulling_10,9,0.233,0.251,0.0,0.123,pulling
pulling_10,10,0.319,0.261,0.046,0.103,pulling
pulling_10,11,0.245,0.263,0.095,0.104,pulling
pulling_10,12,0.262,0.294,0.041,0.095,pulling
pulling_10,13,0.348,0.287,0.106,0.103,pulling
pulling_10,14,0.36,0.257,0.038,0.123,pulling
pulling_10,15,0.332,0.269,0.087,0.139,pulling
pulling_10,16,0.28,0.254,0.154,0.108,pulling
pulling_10,17,0.305,0.28,0.121,0.165,pulling
pulling_10,18,0.278,0.283,0.151,0.136,pulling
pulling_10,19,0.231,0.265,0.0,0.145,pulling
pulling_11,0,0.339,0.284,0.03,0.009,pulling
pulling_11,1,0.411,0.268,0.14,0.021,pulling
pulling_11,2,0.508,0.264,0.171,0.038,pulling
pulling_11,3,0.356,0.26,0.225,0.012,pulling
pulling_11,4,0.387,0.267,0.095,0.006,pulling
pulling_11,5,0.396,0.292,0.112,0.005,pulling
pulling_11,6,0.345,0.307,0.108,0.031,pulling
pulling_11,7,0.382,0.27,0.192,0.009,pulling
pulling_11,8,0.443,0.235,0.22,0.027,pulling
pulling_11,9,0.4,0.257,0.093,0.013,pulling
pulling_11,10,0.298,0.261,0.112,0.032,pulling
pulling_11,11,0.394,0.248,0.118,0.01,pulling
pulling_11,12,0.427,0.226,0.175,0.036,pulling
pulling_11,13,0.374,0.276,0.124,0.002,pulling
pulling_11,14,0.319,0.269,0.079,0.044,pulling
pulling_11,15,0.421,0.249,0.209,0.033,pulling
pulling_11,16,0.238,0.253,0.05,0.006,pulling
pulling_11,17,0.413,0.27,0.132,0.043,pulling
pulling_11,18,0.452,0.275,0.129,0.048,pulling
pulling_11,19,0.405,0.257,0.024,0.043,pulling
pulling_12,0,0.518,0.133,0.55,0.023,pulling
pulling_12,1,0.475,0.178,0.487,0.028,pulling
pulling_12,2,0.563,0.14,0.517,0.069,pulling
pulling_12,3,0.514,0.144,0.572,0.011,pulling
pulling_12,4,0.412,0.182,0.477,0.072,pulling
pulling_12,5,0.466,0.197,0.463,0.043,pulling
pulling_12,6,0.516,0.171,0.58,0.013,pulling
pulling_12,7,0.425,0.154,0.543,0.013,pulling
pulling_12,8,0.505,0.161,0.486,0.03,pulling
pulling_12,9,0.477,0.141,0.571,0.007,pulling
pulling_12,10,0.468,0.156,0.6,0.026,pulling
pulling_12,11,0.517,0.149,0.528,0.022,pulling
pulling_12,12,0.505,0.149,0.599,0.015,pulling
pulling_12,13,0.405,0.209,0.515,0.049,pulling
pulling_12,14,0.561,0.173,0.522,0.028,pulling
pulling_12,15,0.427,0.194,0.489,0.017,pulling
pulling_12,16,0.496,0.152,0.499,0.05,pulling
pulling_12,17,0.538,0.161,0.512,0.044,pulling
pulling_12,18,0.467,0.186,0.537,0.047,pulling
pulling_12,19,0.485,0.156,0.593,0.066,pulling
pulling_13,0,0.556,0.202,0.799,0.298,pulling
pulling_13,1,0.546,0.221,0.686,0.317,pulling
pulling_13,2,0.548,0.21,0.802,0.29,pulling
pulling_13,3,0.488,0.232,0.785,0.323,pulling
pulling_13,4,0.5,0.212,0.669,0.333,pulling
pulling_13,5,0.617,0.19,0.737,0.325,pulling
pulling_13,6,0.601,0.212,0.723,0.312,pulling
pulling_13,7,0.475,0.198,0.769,0.298,pulling
pulling_13,8,0.488,0.213,0.795,0.288,pulling
pulling_13,9,0.547,0.204,0.821,0.332,pulling
pulling_13,10,0.5,0.224,0.743,0.343,pulling
pulling_13,11,0.487,0.219,0.775,0.296,pulling
pulling_13,12,0.572,0.199,0.699,0.259,pulling
pulling_13,13,0.483,0.239,0.847,0.302,pulling
pulling_13,14,0.508,0.202,0.718,0.297,pulling
pulling_13,15,0.576,0.222,0.798,0.29,pulling
pulling_13,16,0.532,0.166,0.827,0.322,pulling
pulling_13,17,0.46,0.244,0.695,0.327,pulling
pulling_13,18,0.555,0.187,0.783,0.284,pulling
pulling_13,19,0.385,0.19,0.754,0.329,pulling
pulling_14,0,0.687,0.215,0.287,0.082,pulling
pulling_14,1,0.704,0.233,0.351,0.07,pulling
pulling_14,2,0.666,0.251,0.33,0.087,pulling
pulling_14,3,0.764,0.249,0.318,0.128,pulling
pulling_14,4,0.669,0.228,0.365,0.083,pulling
pulling_14,5,0.771,0.243,0.385,0.06,pulling
pulling_14,6,0.8,0.263,0.256,0.093,pulling
pulling_14,7,0.731,0.227,0.222,0.06,pulling
pulling_14,8,0.768,0.256,0.306,0.097,pulling
pulling_14,9,0.78,0.243,0.28,0.089,pulling
pulling_14,10,0.757,0.253,0.36,0.053,pulling
pulling_14,11,0.708,0.202,0.354,0.076,pulling
pulling_14,12,0.755,0.21,0.387,0.057,pulling
pulling_14,13,0.772,0.242,0.307,0.075,pulling
pulling_14,14,0.701,0.265,0.317,0.055,pulling
pulling_14,15,0.714,0.242,0.361,0.068,pulling
pulling_14,16,0.706,0.24,0.36,0.053,pulling
pulling_14,17,0.758,0.23,0.3,0.12,pulling
pulling_14,18,0.723,0.255,0.352,0.057,pulling
pulling_14,19,0.641,0.256,0.262,0.047,pulling
pulling_15,0,0.221,0.191,0.548,0.177,pulling
pulling_15,1,0.259,0.193,0.647,0.187,pulling
pulling_15,2,0.333,0.213,0.586,0.201,pulling
pulling_15,3,0.254,0.221,0.606,0.213,pulling
pulling_15,4,0.401,0.217,0.628,0.128,pulling
pulling_15,5,0.381,0.201,0.559,0.191,pulling
pulling_15,6,0.296,0.22,0.65,0.174,pulling
pulling_15,7,0.249,0.252,0.597,0.22,pulling
pulling_15,8,0.347,0.189,0.603,0.162,pulling
pulling_15,9,0.304,0.214,0.49,0.166,pulling
pulling_15,10,0.414,0.221,0.562,0.218,pulling
pulling_15,11,0.284,0.214,0.621,0.174,pulling
pulling_15,12,0.266,0.171,0.524,0.163,pulling
pulling_15,13,0.312,0.204,0.679,0.161,pulling
pulling_15,14,0.374,0.22,0.611,0.197,pulling
pulling_15,15,0.193,0.216,0.558,0.159,pulling
pulling_15,16,0.327,0.25,0.437,0.171,pulling
pulling_15,17,0.242,0.217,0.555,0.17,pulling
pulling_15,18,0.338,0.249,0.704,0.167,pulling
pulling_15,19,0.213,0.227,0.652,0.198,pulling
pulling_16,0,0.408,0.243,0.566,0.052,pulling
pulling_16,1,0.45,0.234,0.557,0.008,pulling
pulling_16,2,0.435,0.23,0.528,0.029,pulling
pulling_16,3,0.446,0.218,0.574,0.04,pulling
pulling_16,4,0.432,0.215,0.558,0.035,pulling
pulling_16,5,0.387,0.228,0.549,0.042,pulling
pulling_16,6,0.449,0.231,0.569,0.056,pulling
pulling_16,7,0.462,0.218,0.465,0.02,pulling
pulling_16,8,0.522,0.235,0.624,0.029,pulling
pulling_16,9,0.412,0.228,0.513,0.016,pulling
pulling_16,10,0.367,0.239,0.57,0.08,pulling
pulling_16,11,0.403,0.222,0.479,0.053,pulling
pulling_16,12,0.466,0.212,0.472,0.05,pulling
pulling_16,13,0.444,0.245,0.473,0.007,pulling
pulling_16,14,0.381,0.243,0.623,0.022,pulling
pulling_16,15,0.539,0.246,0.448,0.035,pulling
pulling_16,16,0.468,0.181,0.55,0.054,pulling
pulling_16,17,0.445,0.228,0.509,0.026,pulling
pulling_16,18,0.366,0.216,0.497,0.033,pulling
pulling_16,19,0.397,0.212,0.556,0.038,pulling
pulling_17,0,0.708,0.051,0.444,0.019,pulling
pulling_17,1,0.591,0.057,0.488,0.028,pulling
pulling_17,2,0.685,0.059,0.561,0.026,pulling
pulling_17,3,0.696,0.087,0.496,0.022,pulling
pulling_17,4,0.58,0.088,0.495,0.002,pulling
pulling_17,5,0.696,0.019,0.481,0.04,pulling
pulling_17,6,0.637,0.048,0.482,0.018,pulling
pulling_17,7,0.695,0.06,0.489,0.016,pulling
pulling_17,8,0.66,0.076,0.5,0.006,pulling
pulling_17,9,0.688,0.073,0.513,0.043,pulling
pulling_17,10,0.66,0.085,0.573,0.033,pulling
pulling_17,11,0.622,0.06,0.564,0.008,pulling
pulling_17,12,0.639,0.056,0.459,0.039,pulling
pulling_17,13,0.678,0.049,0.533,0.019,pulling
pulling_17,14,0.614,0.049,0.524,0.04,pulling
pulling_17,15,0.635,0.074,0.581,0.003,pulling
pulling_17,16,0.677,0.079,0.498,0.046,pulling
pulling_17,17,0.769,0.07,0.491,0.041,pulling
pulling_17,18,0.701,0.012,0.502,0.014,pulling
pulling_17,19,0.679,0.059,0.498,0.004,pulling
pulling_18,0,0.721,0.243,0.612,0.239,pulling
pulling_18,1,0.822,0.247,0.584,0.197,pulling
pulling_18,2,0.832,0.276,0.588,0.213,pulling
pulling_18,3,0.702,0.28,0.556,0.242,pulling
pulling_18,4,0.865,0.264,0.563,0.247,pulling
pulling_18,5,0.702,0.306,0.681,0.237,pulling
pulling_18,6,0.718,0.263,0.596,0.248,pulling
pulling_18,7,0.815,0.251,0.662,0.252,pulling
pulling_18,8,0.738,0.25,0.617,0.219,pulling
pulling_18,9,0.814,0.249,0.638,0.238,pulling
pulling_18,10,0.735,0.269,0.665,0.216,pulling
pulling_18,11,0.743,0.256,0.609,0.226,pulling
pulling_18,12,0.675,0.25,0.693,0.245,pulling
pulling_18,13,0.774,0.266,0.608,0.231,pulling
pulling_18,14,0.79,0.273,0.553,0.245,pulling
pulling_18,15,0.64,0.28,0.541,0.238,pulling
pulling_18,16,0.703,0.271,0.64,0.27,pulling
pulling_18,17,0.686,0.291,0.618,0.231,pulling
pulling_18,18,0.801,0.267,0.647,0.22,pulling
pulling_18,19,0.732,0.29,0.685,0.239,pulling
pulling_19,0,0.463,0.125,0.101,0.208,pulling
pulling_19,1,0.508,0.165,0.014,0.213,pulling
pulling_19,2,0.467,0.111,0.035,0.254,pulling
pulling_19,3,0.483,0.174,0.068,0.219,pulling
pulling_19,4,0.449,0.131,0.052,0.231,pulling
pulling_19,5,0.4,0.14,0.0,0.217,pulling
pulling_19,6,0.441,0.089,0.098,0.19,pulling
pulling_19,7,0.48,0.109,0.039,0.242,pulling
pulling_19,8,0.556,0.137,0.0,0.251,pulling
pulling_19,9,0.435,0.136,0.087,0.187,pulling
pulling_19,10,0.447,0.126,0.12,0.246,pulling
pulling_19,11,0.365,0.16,0.082,0.201,pulling
pulling_19,12,0.449,0.155,0.0,0.259,pulling
pulling_19,13,0.371,0.119,0.012,0.259,pulling
pulling_19,14,0.422,0.111,0.082,0.245,pulling
pulling_19,15,0.48,0.129,0.072,0.219,pulling
pulling_19,16,0.53,0.157,0.113,0.247,pulling
pulling_19,17,0.472,0.11,0.091,0.234,pulling
pulling_19,18,0.51,0.151,0.087,0.198,pulling
pulling_19,19,0.442,0.123,0.072,0.223,pulling
bending_0,0,0.653,0.069,0.586,0.002,bending
bending_0,1,0.791,0.105,0.54,0.086,bending
bending_0,2,0.791,0.066,0.59,0.028,bending
bending_0,3,0.69,0.064,0.603,0.015,bending
bending_0,4,0.724,0.067,0.516,0.024,bending
bending_0,5,0.749,0.034,0.554,0.012,bending
bending_0,6,0.799,0.144,0.535,0.008,bending
bending_0,7,0.735,0.081,0.652,0.06,bending
bending_0,8,0.772,0.074,0.587,0.032,bending
bending_0,9,0.741,0.054,0.606,0.029,bending
bending_0,10,0.724,0.073,0.513,0.033,bending
bending_0,11,0.642,0.101,0.5,0.015,bending
bending_0,12,0.82,0.068,0.517,0.049,bending
bending_0,13,0.822,0.055,0.505,0.009,bending
bending_0,14,0.776,0.118,0.499,0.055,bending
bending_0,15,0.694,0.092,0.489,0.024,bending
bending_0,16,0.724,0.079,0.572,0.006,bending
bending_0,17,0.685,0.094,0.62,0.026,bending
bending_0,18,0.754,0.101,0.595,0.007,bending
bending_0,19,0.69,0.072,0.649,0.037,bending
bending_1,0,0.071,0.066,0.701,0.36,bending
bending_1,1,0.049,0.043,0.66,0.319,bending
bending_1,2,0.089,0.002,0.613,0.346,bending
bending_1,3,0.118,0.034,0.761,0.343,bending
bending_1,4,0.025,0.023,0.737,0.343,bending
bending_1,5,0.214,0.036,0.585,0.347,bending
bending_1,6,0.152,0.049,0.768,0.363,bending
bending_1,7,0.159,0.041,0.669,0.316,bending
bending_1,8,0.139,0.035,0.617,0.372,bending
bending_1,9,0.187,0.0,0.746,0.339,bending
bending_1,10,0.098,0.049,0.675,0.383,bending
bending_1,11,0.094,0.007,0.663,0.361,bending
bending_1,12,0.091,0.001,0.689,0.316,bending
bending_1,13,0.152,0.021,0.702,0.318,bending
bending_1,14,0.202,0.024,0.716,0.364,bending
bending_1,15,0.079,0.045,0.606,0.318,bending
bending_1,16,0.235,0.05,0.781,0.338,bending
bending_1,17,0.142,0.038,0.677,0.33,bending
bending_1,18,0.092,0.032,0.624,0.323,bending
bending_1,19,0.157,0.026,0.724,0.337,bending
bending_2,0,0.765,0.12,0.113,0.053,bending
bending_2,1,0.763,0.107,0.242,0.039,bending
bending_2,2,0.859,0.126,0.232,0.129,bending
bending_2,3,0.866,0.13,0.088,0.043,bending
bending_2,4,0.812,0.077,0.184,0.024,bending
bending_2,5,0.852,0.105,0.16,0.051,bending
bending_2,6,0.699,0.136,0.22,0.059,bending
bending_2,7,0.827,0.103,0.168,0.081,bending
bending_2,8,0.822,0.138,0.179,0.067,bending
bending_2,9,0.756,0.102,0.194,0.036,bending
bending_2,10,0.85,0.105,0.113,0.044,bending
bending_2,11,0.828,0.111,0.233,0.041,bending
bending_2,12,0.765,0.109,0.116,0.066,bending
bending_2,13,0.81,0.121,0.229,0.04,bending
bending_2,14,0.811,0.098,0.175,0.075,bending
bending_2,15,0.745,0.093,0.179,0.067,bending
bending_2,16,0.783,0.124,0.19,0.056,bending
bending_2,17,0.752,0.086,0.155,0.038,bending
bending_2,18,0.799,0.135,0.136,0.056,bending
bending_2,19,0.894,0.141,0.115,0.069,bending
bending_3,0,0.639,0.288,0.518,0.309,bending
bending_3,1,0.654,0.243,0.434,0.307,bending
bending_3,2,0.64,0.29,0.553,0.267,bending
bending_3,3,0.684,0.267,0.505,0.29,bending
bending_3,4,0.734,0.276,0.426,0.299,bending
bending_3,5,0.644,0.296,0.481,0.34,bending
bending_3,6,0.622,0.272,0.428,0.292,bending
bending_3,7,0.639,0.279,0.462,0.278,bending
bending_3,8,0.584,0.266,0.515,0.317,bending
bending_3,9,0.624,0.255,0.454,0.332,bending
bending_3,10,0.678,0.285,0.507,0.321,bending
bending_3,11,0.57,0.266,0.432,0.302,bending
bending_3,12,0.636,0.289,0.433,0.318,bending
bending_3,13,0.624,0.288,0.518,0.313,bending
bending_3,14,0.646,0.29,0.545,0.301,bending
bending_3,15,0.591,0.285,0.457,0.243,bending
bending_3,16,0.651,0.276,0.516,0.275,bending
bending_3,17,0.552,0.277,0.477,0.292,bending
bending_3,18,0.629,0.252,0.451,0.283,bending
bending_3,19,0.681,0.281,0.445,0.325,bending
bending_4,0,0.741,0.1,0.646,0.199,bending
bending_4,1,0.796,0.115,0.655,0.229,bending
bending_4,2,0.78,0.089,0.584,0.187,bending
bending_4,3,0.757,0.11,0.721,0.173,bending
bending_4,4,0.714,0.074,0.586,0.182,bending
bending_4,5,0.755,0.113,0.606,0.179,bending
bending_4,6,0.647,0.102,0.617,0.228,bending
bending_4,7,0.757,0.094,0.621,0.165,bending
bending_4,8,0.668,0.085,0.618,0.175,bending
